"","X","FISHID","Year","Month","Heatwave","CLADOCERA","GAMMARIDAE","HARPACTICOIDA","MYSIDAE","CAPRELLIDAE","CALANOIDA","ANNELIDA","OTHER","SL_mm","WholeBodyWW_g","HSI","LWResiduals_All","SeineID","SITEID","Date","TridentTemp","Site","Bay","Habitat","NMDS1","NMDS2","NMDS3"
"175",175,"BL0521",2006,8,"Before",0,0.0773755656108598,0,0.291402714932127,0.631221719457014,0,0,0,73,4.262,0.079774754,0.133062947,39,"SITE6",2006-08-19,10.35041667,"BackBayEelgrass","ALB","Eelgrass",0.852495543145589,-0.0889660333764205,-0.788791121084382
"176",176,"BL2265",2017,8,"Between",0,0.30254345342769,0,0,0.630542296881592,0,0.0144516122916203,0.0524626373990985,76,4.254,0.173953926,0.00774061,719,"SITE2",2017-08-19,10.4175,"CobblePoint","ALB","Eelgrass",0.614870027260306,0.528999660620488,-0.634685753499394
"177",177,"BL2213",2018,8,"Between",0,0.0211337535618686,0.629090752093947,0,0,0,0.295095414903722,0.0546800794404628,77,4.554,1.060606061,0.035819626,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.595658130720754,0.510511215603994,0.688878787324731
"178",178,"BL0296",2006,8,"Before",0,0,0,0.35237610725401,0.0193525320363393,0,0,0.62827136070965,94,9.8399,0.049797254,0.194804408,67,"SITE9",2006-08-25,10.48958333,"EelgrassWest","Cook","Eelgrass",0.539824351168286,-0.556195765320506,0.666602365996947
"179",179,"BL0729",2007,8,"Before",0.6280111942968,0,0.0336257057682269,0.0209984532012198,0,0,0,0.317364646733753,50,0.765,0.091503268,-0.424609588,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-0.435639946218229,-0.762529341571906,0.743992377272807
"180",180,"BL0422",2006,8,"Before",0,0,0.359172364637924,0,0,0.6236047178465,0,0.0172229175155753,53,1.3455,0.014864363,-0.03856447,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.926376716779668,0.142836222665538,-0.464304593016744
"181",181,"BL2200",2015,8,"Heatwave",0,0,0,0.380991221937388,0,0,0.619008778062612,0,99,12.0643,0.510597382,0.239760533,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.5528329217198,-0.165321689023837,0.298717982819591
"182",182,"BL2230",2014,8,"Heatwave",0,0,0,0,0.383186636857406,0,0,0.616813363142594,112,14.412,1.572994727,0.039402034,565,"SITE5",2014-08-20,11.07583333,"Laminaria2","ALB","Laminaria",0.200289025584163,-0.327932654758216,1.06678079392469
"183",183,"BL0713",2007,8,"Before",0.616771270323928,0,0.35252573498288,0,0,0.0285594117878929,0,0.00214358290529935,58,1.2452,0.040154192,-0.392356111,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.09994180096622,-0.30537971637112,0.510346019004603
"184",184,"BL0554",2008,8,"Before",0.0666296095560534,0.0567021780454019,0.196970786317666,0,0.0322940520736822,0.611979698631201,0,0.0354236753759958,67,1.7521,0.039952058,-0.49297665,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.684880661501606,0.026859956748046,-0.516148542884777
"185",185,"BL2229",2014,8,"Heatwave",0,0,0,0,0,0,0.607411601915315,0.392588398084685,96,8.986,0.950367238,0.03949587,565,"SITE5",2014-08-20,11.07583333,"Laminaria2","ALB","Laminaria",0.717261093107957,0.121511307872591,1.01952368660127
"186",186,"BL2284",2017,8,"Between",0,0.270404478150957,0,0,0,0,0.125090285301553,0.60450523654749,83,5.925,0.511392405,0.069004012,735,"SITE10",2017-08-23,10.64958333,"EelgrassNorth","Cook","Eelgrass",0.423303486751178,0.346367625318238,0.778798387586742
"187",187,"BL2096",2013,8,"Before",0,0.601504568681326,0,0,0,0,0,0.398495431318674,65,2.5052,0.746447389,-0.042534226,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",0.434543689696441,0.70753231229808,0.392333270495334
"188",188,"BL2365",2019,8,"Heatwave",0,0.0169055685531588,0.0158509115875414,0.600078611114847,0.0294447133272434,0.0164538695415304,0,0.321266325875679,82,7.175,2.724738676,0.297579266,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.555950702150533,-0.603746952023137,0.185584221673115
"189",189,"BL2433",2012,8,"Before",0,0.59873257287706,0.29169835234474,0,0.1095690747782,0,0,0,69,3.60316,0.469032738,0.137863026,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",-0.0855665305615605,0.926158781665015,0.00561821629349179
"190",190,"BL2120",2013,8,"Before",0,0.595189003436426,0.323024054982818,0,0,0,0,0.081786941580756,76,4.4008,0.227231412,0.041667236,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",-0.103969731543816,0.853786357316213,0.111084041684429
"191",191,"BL0252",2006,8,"Before",0,0,0.591808579670315,0,0,0.408191420329685,0,0,60,2.1019,0.366335221,0.027277787,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-1.15886151971915,0.424434932489753,-0.234079563950662
"192",192,"BL2362",2019,8,"Heatwave",0,0,0,0.591282894736842,0,0,0.305921052631579,0.102796052631579,83,6.456,1.897459727,0.154833256,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.986651273729266,-0.486805451918961,0.11421190495221
"193",193,"BL0295",2006,8,"Before",0,0.124971264367816,0,0.0887068965517241,0,0,0,0.78632183908046,89,8.2814,0.056753689,0.189904385,67,"SITE9",2006-08-25,10.48958333,"EelgrassWest","Cook","Eelgrass",0.3937053015409,-0.0548615102715716,0.894654290528043
"194",194,"BL0204",2009,8,"Before",0,0,0,0,0.309030028252514,0,0,0.690969971747486,65,2.7489,0.065480738,0.050298034,3004,"SITE18",2009-08-25,9.427083333,"Piller","Offshore","Offshore",0.220532708827295,-0.284777588681348,1.08201584580662
"195",195,"BL2274",2017,8,"Between",0,0,0.211423444976077,0,0.579545454545455,0.209031100478469,0,0,88,6.5657,0.321367105,-0.007614258,724,"SITE8",2017-08-19,10.4175,"WhiteRock","ALB","Bare",-1.01253894960255,0.168298764615954,-0.0745276552664845
"196",196,"BL2280",2017,8,"Between",0,0,0.575138556776489,0,0.424861443223511,0,0,0,77,4.3565,0.03443131,-0.008517359,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",-0.983708942415974,0.516944593737595,0.503386643461115
"197",197,"BL2185",2018,8,"Between",0,0.426335692792358,0.573664307207642,0,0,0,0,0,65,2.8485,1.018079691,0.085889742,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.430008627119573,0.966533036031445,0.195358868232899
"198",198,"BL2436",2012,8,"Before",0,0,0.366398540017474,0,0,0.56590237926662,0.0412950488444691,0.0264040318714373,58,2.0735,1.070653484,0.11758573,454,"SITE5",2012-08-24,9.102916667,"Laminaria2","ALB","Laminaria",-0.80972297146507,0.15233284344783,-0.382679701034839
"199",199,"BL0375",2006,8,"Before",0,0.347362741041555,0.036709807870626,0,0,0,0.053147015869721,0.562780435218098,87,7.4837,0.014698612,0.158284029,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",0.325600344849659,0.419597971139913,0.657354733936518
"200",200,"BL2355",2019,8,"Heatwave",0,0,0,0.55982905982906,0,0,0,0.44017094017094,79,5.559,1.86364454,0.156635286,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.664862336255215,-0.657205586651104,0.397547341740414
"201",201,"BL2099",2013,8,"Before",0,0.444341181330029,0,0,0,0,0.555658818669971,0,74,3.9917,NA,0.025838937,498,"SITE2",2013-08-27,9.402083333,"CobblePoint","ALB","Eelgrass",0.951018111524364,0.92469255745818,0.185819764234961
"202",202,"BL0533",2006,8,"Before",0,0,0.257366976238094,0,0,0.601774799557609,0,0.140858224204297,58,1.7221,0.522617734,-0.068107795,39,"SITE6",2006-08-19,10.35041667,"BackBayEelgrass","ALB","Eelgrass",-0.727977962573615,-0.0172418321216793,-0.382421723296354
"203",203,"BL0126",2009,8,"Before",0,0,0,0.546056635600962,0,0,0,0.453943364399038,76,4.3411,1.29460275,0.028008665,269,"SITE1",2009-08-23,9.260416667,"EelgrassPatches","ALB","Eelgrass",0.661951114116356,-0.658454701254675,0.415606490084797
"204",204,"BL2201",2015,8,"Heatwave",0,0,0,0.533946251768034,0.146570014144272,0,0.319483734087694,0,101,10.7229,0.738606161,0.060587456,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.21152981440975,-0.354466932084086,-0.0166613909953428
"205",205,"BL2276",2017,8,"Between",0,0.80980719309395,0.0076450049040763,0,0,0,0.146812826369311,0.035734975632662,75,5.056,0.644778481,0.221054492,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.496812461796709,0.93713033064532,-0.138278468317865
"206",206,"BL2125",2013,8,"Before",0,1,0,0,0,0,0,0,93,9.8656,0.075008109,0.230194947,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",0.498266974033675,1.24712630902332,-0.300289906347478
"207",207,"BL2196",2018,8,"Between",0,0,0.46977988361008,0,0,0.53022011638992,0,0,69,2.7962,0.944138474,-0.115686859,775,"SITE10",2018-08-21,10.16416667,"EelgrassNorth","Cook","Eelgrass",-1.09804404651208,0.322568290568895,-0.404998257269865
"208",208,"BL2423",2012,8,"Before",0,0.523204667582125,0,0,0.0121007075541415,0.0384042275889683,0,0.426290397274765,56,1.97272,2.611622531,0.175319428,462,"SITE14",2012-08-29,9.817916667,"LaminariaEast","Cook","Laminaria",0.368132956137643,0.593987258006556,0.360509279438097
"209",209,"BL2271",2017,8,"Between",0,0,0.52053306445476,0,0,0.47946693554524,0,0,55,1.33,0.706766917,-0.163686414,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",-1.13324984818565,0.375372775267263,-0.323636662247383
"210",210,"BL2206",2015,8,"Heatwave",0,0,0,0.353565365025467,0,0,0,0.646434634974533,106,11.8575,1.393211048,0.013065132,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.556110227842318,-0.577510030417292,0.701469330716605
"211",211,"BL2418",2012,8,"Before",0,0.250505928124651,0.0105544496134825,0,0,0.518063356663986,0,0.22087626559788,61,2.20674,0.407388274,0.025288443,461,"SITE9",2012-08-29,9.817916667,"EelgrassWest","Cook","Eelgrass",-0.207910809034207,0.197354236162766,-0.543625070501639
"212",212,"BL0384",2006,8,"Before",0,0,0,0,0,0,0.514295676429568,0.485704323570432,68,3.0275,0.003303055,0.008535762,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",0.666122713045458,0.0902570220058284,1.03668113905228
"213",213,"BL2181",2018,8,"Between",0,0.0825899615444452,0.404601622500058,0,0,0,0.512808415955497,0,82,6.4435,1.35640568,0.190048376,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.378152844391746,0.699606759957297,0.708963171561171
"214",214,"BL0293",2006,8,"Before",0,0.512570672440755,0,0,0,0,0.487429327559245,0,96,8.6291,0.018541911,-0.001031728,67,"SITE9",2006-08-25,10.48958333,"EelgrassWest","Cook","Eelgrass",0.903624723294269,0.950055133540104,0.135840364592221
"215",215,"BL2411",2008,8,"Before",0.0262337425754944,0.50769140091008,0,0,0.0143633914042997,0.451711465110126,0,0,79,5.2603,0.961922324,0.101405109,233,"SITE11",2008-08-27,9.787083333,"LaminariaNorth","Cook","Laminaria",-0.177278387914333,0.566847675208332,-0.697199474536362
"216",216,"BL2210",2018,8,"Between",0,0.507670964235089,0.492329035764911,0,0,0,0,0,92,7.8224,1.002249949,0.031268938,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.328932606672984,0.994841732579147,0.125719417484948
"217",217,"BL2231",2014,8,"Heatwave",0,0.0828879594214247,0.184106973271285,0,0.112723451295511,0,0,0.62028161601178,101,10.907,0.464839094,0.0776106,565,"SITE5",2014-08-20,11.07583333,"Laminaria2","ALB","Laminaria",-0.0131538586831376,0.058605143229528,0.77251658023233
"218",218,"BL2219",2015,8,"Heatwave",0,0,0,0.506257192174914,0.0313650747986191,0,0,0.462377733026467,90,7.54,1.76127321,0.06186725,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.62026367939778,-0.626920252241149,0.429687972384806
"219",219,"BL2098",2013,8,"Before",0,0,0.494177243895444,0,0,0.505822756104556,0,0,74,3.8584,1.383993365,-0.008125678,500,"SITE3",2013-08-27,9.402083333,"EelgrassPoint","ALB","Eelgrass",-1.11481372685379,0.347630422697821,-0.376573327754451
"220",220,"BL2209",2015,8,"Heatwave",0,0,0,0.502753817792849,0.231724663738365,0,0.265521518468786,0,98,9.9421,0.406352783,0.077406152,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.20026631457276,-0.299184856311781,-0.0772237667446441
"221",221,"BL0558",2008,8,"Before",0.200891882450548,0.49616283131741,0,0,0,0,0,0.302945286232042,57,1.6847,0.041550424,-0.036757337,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",0.271439558750646,0.595650257138689,0.424315077713134
"222",222,"BL2223",2015,8,"Heatwave",0,0,0,0.495958429561201,0.0722533817222039,0,0.431788188716595,0,102,12.626,1.148423887,0.193765723,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.30379351474345,-0.288406296139139,0.0797303021726847
"223",223,"BL2434",2012,8,"Before",0,0.477805184222697,0.49541865791618,0,0,0,0,0.0267761578611227,65,3.9955,0.445501189,0.42426593,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",-0.336843310850607,0.908387318538368,0.163370208992622
"224",224,"BL2170",2018,8,"Between",0,0.49307689315857,0,0,0,0,0,0.50692310684143,130,22.1065,0.947232714,0.0104036,792,"SITE1",2018-08-23,10.34541667,"EelgrassPatches","ALB","Eelgrass",0.415372515150057,0.610248935986272,0.564511155696806
"225",225,"BL2102",2013,8,"Before",0,0.493025798462551,0,0,0,0.506974201537449,0,0,73,3.6158,2.013385696,-0.031362455,498,"SITE2",2013-08-27,9.402083333,"CobblePoint","ALB","Eelgrass",-0.205322801025037,0.598216055281118,-0.784089113850798
"226",226,"BL0476",2006,8,"Before",0,0,0.392448353828027,0,0,0,0.49220360033301,0.115348045838963,58,2.0603,0.038829297,0.111199332,55,"SITE6",2006-08-21,10.3375,"BackBayEelgrass","ALB","Eelgrass",-0.358938574191276,0.424143352035984,0.824827072942915
"227",227,"BL2224",2015,8,"Heatwave",0,0,0,0.307442298634008,0.20357983984927,0,0.488977861516722,0,95,10.147,1.442790973,0.193101734,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.36198156175134,-0.0835554831212192,0.224940100944158
"228",228,"BL0374",2006,8,"Before",0,0,0.206876544392687,0,0.0452598609090924,0.222740014690508,0.488662583975768,0.036460996031944,66,3.1383,0.015932193,0.135982129,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.420569657013318,-0.0388507189957296,-0.0402110966775286
"229",229,"BL2266",2017,8,"Between",0,0,0,0.486344935445105,0,0.353718570003659,0.159936494551236,0,82,5.206,0.145985401,-0.023211689,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.26332177369225,-0.556401576828238,-0.612741287466171
"230",230,"BL0286",2006,8,"Before",0,0,0.214433234965103,0,0.276247618991324,0.482650001699401,0,0.0266691443441716,64,2.4204,0.008263097,-0.029448103,82,"SITE15",2006-08-28,10.68708333,"EelgrassSouth","Cook","Eelgrass",-0.77293298420661,0.00284091259835818,-0.380973437166093
"231",231,"BL2375",2019,8,"Heatwave",0,0,0.0637558050182085,0.0490010357154789,0.393009755771608,0,0.0129222211085497,0.481311182386155,97,10.194,1.264469296,0.133864395,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.0898354073691531,-0.357103988805311,0.824443733115653
"232",232,"BL2108",2013,8,"Before",0,0.316226794125797,0.126974231088944,0,0,0,0,0.556798974785259,74,4.3732,1.189060642,0.117116739,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",0.148710919887631,0.387687622872407,0.624401379377882
"233",233,"BL0714",2007,8,"Before",0.469344779230036,0,0.15824926724217,0,0,0.0469641558862907,0,0.325441797641503,56,1.0177,0.049130392,-0.486548694,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-0.563480986644877,-0.424737609004856,0.629049827772441
"234",234,"BL2104",2013,8,"Before",0.330655523641189,0,0.465329235473273,0,0,0.204015240885538,0,0,73,2.6245,NA,-0.351785185,498,"SITE2",2013-08-27,9.402083333,"CobblePoint","ALB","Eelgrass",-1.22672283066501,0.0458567470492815,0.164276431135178
"235",235,"BL2093",2013,8,"Before",0,0.0986069147434161,0.231138790458392,0,0.458338388026667,0.211915906771525,0,0,69,2.7607,0.575940885,-0.128463941,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",-0.638014383331196,0.40161276222147,-0.215717919584161
"236",236,"BL2227",2015,8,"Heatwave",0,0,0.451305135379915,0.306758857482731,0.241936007137353,0,0,0,85,5.699,0.549219161,-0.042867969,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",-0.0437550835340817,-0.528504439840501,0.0555748994096432
"237",237,"BL2221",2015,8,"Heatwave",0,0,0,0.427814787357342,0,0,0.0874468784914014,0.484738334151257,105,14.137,1.248496852,0.217953323,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.674752645429065,-0.530631555702977,0.512536461216034
"238",238,"BL2367",2019,8,"Heatwave",0,0,0,0.439269348848118,0,0,0,0.560730651151882,133,34.736,1.528385537,0.392379266,863,"SITE2",2019-08-25,13.305,"CobblePoint","ALB","Eelgrass",0.612862888841962,-0.615061247187506,0.553495390907263
"239",239,"BL2416",2012,8,"Before",0,0.438384521492429,0.187697934879425,0,0,0,0.373917543628146,0,95,10.40589,0.71978466,0.21829563,461,"SITE9",2012-08-29,9.817916667,"EelgrassWest","Cook","Eelgrass",0.151958642567326,0.920398271847581,0.295417529090865
"240",240,"BL0890",2010,8,"Before",0,0.66354098120933,0,0,0,0,0,0.33645901879067,79,5.5883,0.075157024,0.161892176,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",0.441021261349069,0.777152365107549,0.28351198654375
"241",241,"BL2439",2012,8,"Before",0.185026623494234,0,0.14769518779923,0,0,0.437238982348672,0,0.230039206357864,48,1.19755,0.185378481,0.148671148,454,"SITE5",2012-08-24,9.102916667,"Laminaria2","ALB","Laminaria",-0.660318629830208,-0.286723192705682,-0.150073207419549
"242",242,"BL2417",2012,8,"Before",0,0.181333156923872,0.431762222555062,0,0,0.267530493939295,0,0.119374126581772,69,3.08583,1.449853038,-0.017127547,461,"SITE9",2012-08-29,9.817916667,"EelgrassWest","Cook","Eelgrass",-0.56765528505271,0.394497823948821,-0.0112663266711029
"243",243,"BL2208",2015,8,"Heatwave",0,0,0,0.426091424812957,0.119444216065116,0,0.428066677628874,0.0263976814930527,80,5.5916,0.268259532,0.123927298,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.10994365693192,-0.264819073474535,0.0930061116738513
"244",244,"BL2262",2017,8,"Between",0,0,0.390073999332759,0.414951000490746,0,0,0.194975000176495,0,87,6.4395,0.163056138,0.008007604,719,"SITE2",2017-08-19,10.4175,"CobblePoint","ALB","Eelgrass",0.224274402563835,-0.503773221544821,-0.021578052290371
"245",245,"BL0256",2006,8,"Before",0.0459480227699432,0.154574449015795,0.32007110072579,0,0.0679502552013295,0,0.411456172287142,0,64,2.2904,NA,-0.084654444,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.267759694044045,0.632418571392279,0.53180875995598
"246",246,"BL2264",2017,8,"Between",0,0,0.234290984480641,0,0.406893348056873,0.326777198886179,0,0.0320384685763067,77,4.599,0.454446619,0.045652547,719,"SITE2",2017-08-19,10.4175,"CobblePoint","ALB","Eelgrass",-0.806013606454014,0.0220410080492708,-0.198618062837617
"247",247,"BL0880",2010,8,"Before",0,0.369232089194607,0.405709226348965,0,0.156838291089058,0,0,0.0682203933673699,64,2.8347,0.126997566,0.128555193,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",-0.270322365687912,0.719321723986669,0.219565660719028
"248",248,"BL2122",2013,8,"Before",0,0,0.349886621315193,0.106349206349206,0.143310657596372,0,0,0.400453514739229,87,6.9203,0.322240365,0.080015828,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",-0.106955801444349,-0.119724741288281,0.592743245792354
"249",249,"BL0339",2006,8,"Before",0,0.397285530320458,0.303095466871333,0,0,0,0.299619002808209,0,89,7.668,0.039123631,0.112948174,79,"SITE13",2006-08-27,10.54583333,"MiddleCove","Cook","Bare",-0.0587232207948372,0.882493091004566,0.288879091922534
"250",250,"BL0553",2008,8,"Before",0,0.0933076287408336,0.391813709844572,0,0,0.330102535347668,0,0.184776126066926,54,1.0251,0.048775729,-0.367833246,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.597022369294627,0.213578511765281,-0.0238853108629692
"251",251,"BL2421",2012,8,"Before",0,0.381890423207265,0.0353229488717177,0,0,0,0.218614413703725,0.364172214217292,60,2.40519,0.940050474,0.162064992,462,"SITE14",2012-08-29,9.817916667,"LaminariaEast","Cook","Laminaria",0.4246874366921,0.501952725107517,0.492271275721263
"252",252,"BL2205",2015,8,"Heatwave",0,0,0,0.099945919737431,0,0,0.317838094882888,0.582215985379681,93,8.048,1.394135189,0.026564602,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.612057071707062,-0.153866778955225,0.929807403831246
"253",253,"BL2277",2017,8,"Between",0,0.716661727419408,0,0,0,0,0,0.283338272580592,96,8.9207,0.209624805,0.032202478,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.443356390612236,0.844026453664483,0.172305412636186
"254",254,"BL2089",2013,8,"Before",0,0.365279910651961,0.27031271813486,0,0,0.364407371213179,0,0,67,2.9768,0.530771298,0.03705718,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",-0.447156332786172,0.594308160812148,-0.385269660881778
"255",255,"BL0259",2006,8,"Before",0,0.247923690039355,0.351460095675363,0,0,0,0.0946332788879256,0.305982935397356,60,2.0481,NA,0.001348624,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.0970715758060156,0.446211702512365,0.511978537687204
"256",256,"BL2366",2019,8,"Heatwave",0,0.0702108726056525,0.0355261356148761,0.350649741516144,0.295403108065201,0.237725395220023,0,0.0104847469781036,72,4.263,1.843771992,0.17557546,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.193884943661337,-0.399884388947384,-0.549985617887704
"257",257,"BL0887",2010,8,"Before",0.016603914181057,0,0.32885852433281,0.0133647305075876,0.0390057561486133,0.214351941391941,0.0133647305075876,0.374450402930403,70,3.5078,0.114031587,0.066937932,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",-0.416224303164139,-0.0322724955020987,0.299201181747578
"258",258,"BL0129",2009,8,"Before",0,0.26958766808699,0.228574961263903,0,0.301387582314205,0,0,0.200449788334901,73,4.2042,1.800580372,0.119408439,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",-0.0859928549215326,0.443066385287903,0.350838995907031
"259",259,"BL0145",2009,8,"Before",0.0614972916706789,0.0690791589142433,0,0,0.256120038213191,0.0792887623101317,0,0.534014748891755,74,4.9482,0.42439675,0.240645606,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",0.0107267481840583,-0.234594499139382,0.694216689364938
