"","FISHID","Year","Month","StomachWW_g","ContentsWW_g","SL_mm","WholeBodyWW_g","Heatwave","StomachFullness","sqrtFullness"
"175","BL2240","2016","7",0.03203,0.02365,63,2.4438,"Heatwave",0.00977212156271305,0.0988540417115712
"176","BL0072","2009","7",0.00854,0.00616,39,0.638,"Before",0.00974930362116992,0.0987385619764128
"177","BL0852","2010","7",0.01107,0.00819,42,0.8889,"Before",0.0092993153251354,0.096432957670785
"178","BL2394","2019","7",0.01422,0.00553,38,0.6063,"Heatwave",0.00920485377099389,0.095941929160268
"179","BL2286","2017","7",0.06121,0.03331,70,3.697,"Between",0.00909192644574186,0.0953515938290591
"180","BL0782","2010","7",0.02093,0.01223,49,1.3688,"Before",0.00901538438856823,0.0949493780314975
"181","BL2142","2014","7",0.00752,0.00661,45,0.7441,"Heatwave",0.00896283339435111,0.0946722419421401
"182","BL2308","2015","7",0.01661,0.01269,53,1.455,"Heatwave",0.00879838592258252,0.0937997117404021
"183","BL0839","2010","7",0.01873,0.00844,45,0.9678,"Before",0.00879753168779186,0.093795158125523
"184","BL2070","2013","7",0.01158,0.00968,49,1.1148,"Before",0.00875922976690314,0.0935907568454446
"185","BL0766","2007","7",0.02246,0.00573,47,0.6612,"Before",0.00874181884754451,0.0934976943434677
"186","BL2135","2014","7",0.00497,0.00497,37,0.5894,"Heatwave",0.00850401245658162,0.0922172026065724
"187","BL2301","2016","7",0.02037,0.01264,52,1.499,"Heatwave",0.00850399634005221,0.0922171152230008
"188","BL2337","2016","7",0.03386,0.01989,62,2.365,"Heatwave",0.00848147848075357,0.0920949427534084
"189","BL0066","2009","7",0.00955,0.00444,39,0.5301,"Before",0.00844652436936423,0.0919049746714737
"190","BL2236","2016","7",0.05085,0.03139,70,3.9249,"Heatwave",0.00806213416685716,0.0897893878298385
"191","BL0855","2010","7",0.0063,0.00453,36,0.5665,"Before",0.00806092851931598,0.0897826738258333
"192","BL0862","2010","7",0.00511,0.00334,32,0.42,"Before",0.00801612825805213,0.0895328334079299
"193","BL2129","2015","7",0.00619,0.00477,41,0.6125,"Heatwave",0.00784888025932569,0.0885939064457917
"194","BL2152","2014","7",0.01081,0.00772,48,1.005,"Heatwave",0.00774105567142628,0.0879832692699372
"195","BL2246","2016","7",0.07001,0.04154,80,5.553,"Heatwave",0.00753702285782715,0.0868160288070535
"196","BL0236","2009","7",0.0038,0.00295,34,0.3966,"Before",0.0074939667217071,0.0865677002218905
"197","BL2011","2018","7",0.02426,0.00899,50,1.2367,"Between",0.00732257617841347,0.0855720525546365
"198","BL0843","2010","7",0.01126,0.00729,45,1.0594,"Before",0.00692893328644343,0.0832402143584664
"199","BL2084","2013","7",0.01213,0.00726,54,1.0552,"Before",0.00692787755024143,0.0832338726135065
"200","BL2341","2016","7",0.04142,0.02255,70,3.283,"Heatwave",0.00691622322072107,0.0831638336100559
"201","BL0879","2010","7",0.02594,0.00989,50,1.4723,"Before",0.00676280933527533,0.0822363018093307
"202","BL0228","2009","7",0.00576,0.00421,37,0.6422,"Before",0.00659884951174783,0.0812333029720436
"203","BL2317","2017","7",0.09511,0.03769,85,5.753,"Between",0.00659456792369968,0.081206945045973
"204","BL2140","2014","7",0.0146,0.00953,55,1.486,"Heatwave",0.00645458424485428,0.080340427213541
"205","BL0833","2010","7",0.01658,0.00742,47,1.1626,"Before",0.00642324139960872,0.0801451271108152
"206","BL0245","2009","7",0.00819,0.00449,40,0.7048,"Before",0.00641144635946938,0.0800715077881601
"207","BL0779","2010","7",0.01828,0.00802,50,1.3156,"Before",0.00613346793312837,0.0783164601672495
"208","BL0216","2009","7",0.00334,0.00327,40,0.5445,"Before",0.00604179369214567,0.0777289758850949
"209","BL2253","2016","7",0.02542,0.01557,64,2.5966,"Heatwave",0.00603247540710492,0.0776690118844376
"210","BL2315","2017","7",0.04207,0.01619,63,2.712,"Between",0.00600561612279797,0.0774959103617602
"211","BL2408","2019","7",0.03123,0.00749,47,1.2722,"Heatwave",0.00592230629946786,0.0769565221372943
"212","BL2069","2013","7",0.01084,0.00576,48,0.9924,"Before",0.00583799562150328,0.0764067773270361
"213","BL2063","2013","7",0.01045,0.007,54,1.2271,"Before",0.0057372346528973,0.0757445354655853
"214","BL0225","2009","7",0.00319,0.00172,32,0.3282,"Before",0.00526831658907131,0.0725831701503269
"215","BL2287","2017","7",0.01222,0.00771,54,1.481,"Between",0.00523318559143142,0.0723407602353709
"216","BL0232","2009","7",0.00334,0.00239,36,0.4597,"Before",0.00522621416544576,0.0722925595441589
"217","BL0762","2007","7",0.01661,0.00207,41,0.4041,"Before",0.00514886948735169,0.0717556233848727
"218","BL2310","2015","7",0.011,0.00659,53,1.338,"Heatwave",0.00494963985549155,0.0703536769152227
"219","BL0844","2010","7",0.00648,0.00479,44,0.9804,"Before",0.00490974877256281,0.0700695994890995
"220","BL2323","2017","7",0.03773,0.00954,65,1.998,"Between",0.00479768262876799,0.0692653060974106
"221","BL2066","2013","7",0.00798,0.00451,49,0.9625,"Before",0.00470777356757377,0.0686132171492765
"222","BL0747","2007","7",0.01173,0.00305,48,0.6535,"Before",0.0046890614190176,0.0684767217309474
"223","BL0823","2010","7",0.00243,0.00134,30,0.2874,"Before",0.00468433195833042,0.0684421796725559
"224","BL2076","2013","7",0.00568,0.00389,44,0.871,"Before",0.00448616669165388,0.0669788525704486
"225","BL2290","2017","7",0.07032,0.01819,71,4.1499,"Between",0.0044025355119309,0.0663516051948323
"226","BL2250","2016","7",0.01804,0.01084,62,2.493,"Heatwave",0.00436716408289554,0.0660845222642605
"227","BL2001","2018","7",0.04026,0.0168,71,3.8704,"Between",0.00435955989204899,0.066026963371406
"228","BL0212","2009","7",0.00188,0.00166,35,0.4014,"Before",0.00415269925451543,0.0644414405062102
"229","BL2059","2013","7",0.00807,0.00375,51,0.9408,"Before",0.00400192092204258,0.0632607376027389
"230","BL0756","2007","7",0.0095,0.00196,43,0.4991,"Before",0.00394255139397353,0.0627897395596886
"231","BL2318","2017","7",0.11519,0.02596,87,6.731,"Between",0.00387171441184542,0.0622231019143647
"232","BL2073","2013","7",0.01836,0.00558,56,1.5073,"Before",0.00371573928561916,0.0609568641386608
"233","BL2311","2015","7",0.00645,0.00378,46,1.027,"Heatwave",0.00369422020679815,0.0607800971272517
"234","BL2128","2015","7",0.00854,0.00457,50,1.3465,"Heatwave",0.00340554276303533,0.0583570283944902
"235","BL2159","2014","7",0.02317,0.00615,58,1.8127,"Heatwave",0.00340427887409704,0.058346198454544
"236","BL2385","2019","7",0.02161,0.01004,44,3.1131,"Heatwave",0.00323551591010164,0.0568815955305549
"237","BL2293","2017","7",0.01822,0.00645,58,2.019,"Between",0.00320488931952001,0.0566117418873506
"238","BL0210","2009","7",0.00264,0.0021,43,0.7044,"Before",0.00299017513882956,0.054682493897312
"239","BL2312","2017","7",0.02623,0.00469,57,1.674,"Between",0.0028095440631159,0.0530051324223975
"240","BL2062","2013","7",0.01103,0.00252,48,0.9171,"Before",0.00275536311749656,0.0524915528203973
"241","BL0222","2009","7",0.00253,0.00116,36,0.4229,"Before",0.00275050979276331,0.052445302866542
"242","BL2234","2016","7",0.02052,0.00617,64,2.276,"Heatwave",0.00271826524453373,0.052136985380186
"243","BL2043","2018","7",0.01129,0.00439,56,1.6247,"Between",0.0027093580857984,0.0520514945587386
"244","BL2126","2015","7",0.00491,0.00213,45,0.8028,"Heatwave",0.00266027202218142,0.0515778249074292
"245","BL2050","2013","7",0.0079,0.00363,50,1.4668,"Before",0.00248091472624507,0.0498087816177536
"246","BL0208","2009","7",0.00079,6e-04,29,0.2472,"Before",0.0024330900243309,0.049326362366699
"247","BL0861","2010","7",0.00418,0.00125,38,0.5544,"Before",0.00225978486848052,0.0475371945794082
"248","BL2071","2013","7",0.00488,0.0017,47,0.7589,"Before",0.00224511357633386,0.0473826294788909
"249","BL2137","2014","7",0.00423,0.00152,43,0.7118,"Heatwave",0.00214000112631638,0.0462601461986058
"250","BL2021","2018","7",0.03253,0.00382,58,1.9071,"Between",0.00200706149384221,0.0448002398859896
"251","BL0876","2010","7",0.01728,1e-05,52,1.5677,"Before",6.37881213760374e-06,0.00252563103750404
"252","BL0209","2009","7",0.00057,0,39,0.2815,"Before",0,0
"253","BL0226","2009","7",0.00274,0,35,0.4643,"Before",0,0
"254","BL0230","2009","7",0.00071,0,32,0.3168,"Before",0,0
"255","BL0233","2009","7",0.00024,0,34,0.416,"Before",0,0
"256","BL2005","2018","7",NA,0,74,4.4322,"Between",0,0
"257","BL2019","2018","7",0.01478,0,54,1.615,"Between",0,0
"258","BL2067","2013","7",0.0047,0,50,0.9931,"Before",0,0
"259","BL2127","2015","7",0,0,46,0.9111,"Heatwave",0,0
"260","BL2168","2014","7",0.00593,0,40,0.675,"Heatwave",0,0
"261","BL0729","2007","8",0.12609,0.10259,50,0.765,"Before",0.154873869657765,0.393540175404958
"262","BL2190","2018","8",0.99666,0.82779,90,8.7569,"Between",0.104398854348092,0.323108115571386
"263","BL0560","2008","8",0.06066,0.05403,45,0.5973,"Before",0.0994533105085869,0.315362189408602
"264","BL2091","2013","8",0.3231,0.28998,77,4.6546,"Before",0.0664387735931192,0.257757198916188
"265","BL0375","2006","8",0.50928,0.45345,87,7.4837,"Before",0.0644998399772412,0.253968186939312
"266","BL2423","2012","8",0.15973,0.11154,56,1.97272,"Before",0.0599297220043198,0.24480547788871
"267","BL2430","2012","8",0.56753,0.40223,84,7.23201,"Before",0.0588935514760358,0.242679936286533
"268","BL0891","2010","8",0.57823,0.48564,89,8.9516,"Before",0.0573638429664208,0.23950750085628
"269","BL2096","2013","8",0.15877,0.13025,65,2.5052,"Before",0.0548432598581023,0.234186378464039
"270","BL2434","2012","8",0.28205,0.20713,65,3.9955,"Before",0.0546752297162104,0.233827350231341
"271","BL2125","2013","8",0.57018,0.48356,93,9.8656,"Before",0.0515410294562803,0.227026495053508
"272","BL0720","2007","8",0.04816,0.03403,50,0.723,"Before",0.0493925715198049,0.222244395924408
"273","BL2270","2017","8",0.38487,0.28036,82,6.146,"Between",0.0477970008387832,0.218625252061108
"274","BL2432","2012","8",0.33882,0.21255,76,4.83871,"Before",0.0459452331955661,0.214348392099325
"275","BL2421","2012","8",0.1396,0.10213,60,2.40519,"Before",0.0443453492310231,0.210583354591532
"276","BL2107","2013","8",0.3673,0.32315,87,7.6188,"Before",0.0442935173699396,0.210460251282611
"277","BL0885","2010","8",0.16749,0.13382,65,3.1669,"Before",0.0441201682777902,0.210048014220059
"278","BL2276","2017","8",0.24641,0.20833,75,5.056,"Between",0.042975285033841,0.207304811892636
"279","BL0546","2008","8",0.23282,0.15996,81,3.8896,"Before",0.0428888579058569,0.207096252756676
"280","BL2351","2019","8",0.27633,0.18491,74,4.5467,"Heatwave",0.0423931459332063,0.205895959001643
"281","BL0552","2008","8",0.08818,0.06899,61,1.7938,"Before",0.0399986085423902,0.199996521325722
"282","BL2181","2018","8",0.33809,0.24563,82,6.4435,"Between",0.0396313572243367,0.199076259821046
"283","BL2173","2018","8",0.91554,0.67254,116,17.7135,"Between",0.0394660864176666,0.198660731946871
"284","BL0718","2007","8",0.02932,0.02321,58,0.6135,"Before",0.0393196564400549,0.198291846630301
"285","BL0296","2006","8",0.48319,0.36902,94,9.8399,"Before",0.0389636443498387,0.197392108124511
"286","BL0554","2008","8",0.10218,0.06526,67,1.7521,"Before",0.0386877237912309,0.196691951516149
"287","BL2365","2019","8",0.38326,0.26384,82,7.175,"Heatwave",0.0381759357329305,0.19538663140791
"288","BL2192","2018","8",0.22335,0.18008,77,4.9431,"Between",0.0378079453791922,0.194442653189037
"289","BL2184","2018","8",0.51924,0.34832,90,9.7499,"Between",0.0370490917484082,0.192481406240728
"290","BL0562","2008","8",0.07546,0.05517,65,1.5523,"Before",0.0368505073039749,0.191964859555011
"291","BL0559","2008","8",0.07455,0.05271,61,1.4852,"Before",0.0367960683844215,0.191823013177308
"292","BL0716","2007","8",0.02891,0.02279,48,0.6519,"Before",0.0362257792754844,0.190330710279462
"293","BL2435","2012","8",0.16726,0.10489,66,3.00482,"Before",0.0361698385823106,0.190183696941432
"294","BL0194","2009","8",0.2226,0.18642,77,5.3939,"Before",0.0357985052270964,0.189204929182874
"295","BL0713","2007","8",0.05489,0.04302,58,1.2452,"Before",0.0357849906004093,0.189169211555182
"296","BL2180","2018","8",0.50903,0.3902,100,11.5262,"Between",0.0350395114942529,0.187188438463098
"297","BL0561","2008","8",0.04373,0.03207,52,0.9637,"Before",0.0344235372411794,0.185535811209533
"298","BL0889","2010","8",0.26985,0.18832,76,5.6717,"Before",0.0343437806608333,0.185320750756178
"299","BL2416","2012","8",0.58409,0.33907,95,10.40589,"Before",0.0336819372949948,0.183526394000958
"300","BL0556","2008","8",0.07503,0.05272,61,1.6251,"Before",0.0335287907503275,0.183108685622303
"301","BL0557","2008","8",0.06427,0.03688,56,1.1379,"Before",0.0334962126028592,0.183019705504241
"302","BL2431","2012","8",0.39746,0.23633,85,7.3316,"Before",0.0333081052588555,0.182505082830193
"303","BL0547","2008","8",0.06311,0.04883,59,1.5412,"Before",0.03271976788598,0.180886063271829
"304","BL2277","2017","8",0.3992,0.2814,96,8.9207,"Between",0.0325720833863855,0.180477376383816
"305","BL2116","2013","8",0.48675,0.39262,103,12.5569,"Before",0.0322764684798443,0.179656529187904
"306","BL0890","2010","8",0.25034,0.17402,79,5.5883,"Before",0.0321409310194523,0.179278919618153
"307","BL2110","2013","8",0.2626,0.2181,88,7.1072,"Before",0.0316587072331654,0.177928938717583
"308","BL0714","2007","8",0.04759,0.03075,56,1.0177,"Before",0.0311565935457723,0.176512304233366
"309","BL2214","2018","8",0.15416,0.1254,74,4.1738,"Between",0.0309752000790436,0.175997727482611
"310","BL2206","2015","8",0.4586,0.35358,106,11.8575,"Heatwave",0.0307356101224626,0.175315744080395
"311","BL0545","2008","8",0.2166,0.10545,80,3.5461,"Before",0.0306482786682749,0.175066497846604
"312","BL0553","2008","8",0.04505,0.03017,54,1.0251,"Before",0.0303237413687395,0.174137133801896
"313","BL0343","2006","8",0.32568,0.2399,89,8.3639,"Before",0.0295297882816347,0.171842335533578
"314","BL2221","2015","8",0.49327,0.40425,105,14.137,"Heatwave",0.0294369299666855,0.171571938167888
"315","BL0555","2008","8",0.06173,0.04178,60,1.4622,"Before",0.0294138353444756,0.171504621933275
"316","BL2099","2013","8",0.13332,0.11311,74,3.9917,"Before",0.0291626596263075,0.170770780950101
"317","BL0463","2006","8",0.16013,0.13669,75,4.9758,"Before",0.0282469297040158,0.168068229311836
"318","BL2422","2012","8",0.10047,0.0677,59,2.47617,"Before",0.0281091315233322,0.16765778098058
"319","BL2231","2014","8",0.38115,0.29807,101,10.907,"Heatwave",0.0280961416467071,0.167619037244303
"320","BL2429","2012","8",0.06834,0.04425,58,1.66438,"Before",0.0273126230611124,0.165265311124605
"321","BL0548","2008","8",0.05829,0.0423,62,1.6029,"Before",0.0271049596309112,0.164635839448497
"322","BL2424","2012","8",0.05833,0.03907,54,1.48231,"Before",0.0270710346165572,0.164532776724145
"323","BL0715","2007","8",0.04828,0.03682,62,1.401,"Before",0.0269905730915275,0.164288079578305
"324","BL0717","2007","8",0.03985,0.01909,50,0.7381,"Before",0.026550395682953,0.16294292154909
"325","BL2208","2015","8",0.21465,0.14383,80,5.5916,"Heatwave",0.0264016285562717,0.162485779550925
"326","BL2353","2019","8",0.65299,0.4447,108,17.3275,"Heatwave",0.0263404174662971,0.162297311950313
"327","BL2169","2018","8",1.02998,0.59827,123,23.8667,"Between",0.0257116616806549,0.160348563076365
"328","BL2378","2019","8",0.23914,0.16387,81,6.5551,"Heatwave",0.0256398220686785,0.160124395607535
"329","BL2177","2018","8",0.45922,0.3246,105,13.0661,"Between",0.0254758074010124,0.159611426285879
"330","BL0084","2009","8",0.14284,0.11559,75,4.6804,"Before",0.0253219739704391,0.159128796798188
"331","BL2222","2015","8",0.30729,0.24504,95,9.966,"Heatwave",0.0252073869247482,0.158768343585074
"332","BL2433","2012","8",0.16442,0.08761,69,3.60316,"Before",0.0249207094195787,0.157862945049111
"333","BL0883","2010","8",0.17751,0.11293,75,4.6495,"Before",0.0248932563588791,0.157775968889052
"334","BL0725","2007","8",0.02247,0.01349,45,0.5561,"Before",0.0248613184423435,0.157674723536601
"335","BL2175","2018","8",0.49422,0.34374,112,14.2195,"Between",0.0247726971351479,0.157393446925683
"336","BL0127","2009","8",0.12959,0.10519,72,4.3989,"Before",0.0244986270614457,0.156520372672204
"337","BL2266","2017","8",0.16302,0.12389,82,5.206,"Between",0.024377669904823,0.156133500264431
"338","BL2176","2018","8",0.73026,0.47079,119,19.813,"Between",0.0243400314648636,0.156012920826653
"339","BL2411","2008","8",0.17535,0.12486,79,5.2603,"Before",0.0243133986571745,0.155927542971646
"340","BL0731","2007","8",0.02899,0.01666,49,0.7153,"Before",0.0238463300125959,0.154422569634739
"341","BL0881","2010","8",0.14571,0.1201,77,5.2236,"Before",0.0235328695992946,0.153404268517192
"342","BL2104","2013","8",0.07066,0.06016,73,2.6245,"Before",0.0234602275829258,0.153167318912769
"343","BL2412","2008","8",0.23969,0.12827,87,5.6971,"Before",0.0230335636031267,0.151768124463362
"344","BL2171","2018","8",0.65476,0.44026,123,19.5949,"Between",0.0229845092364043,0.151606428743653
"345","BL2102","2013","8",0.10376,0.08104,73,3.6158,"Before",0.0229265919044009,0.15141529613748
"346","BL2418","2012","8",0.08132,0.04814,61,2.20674,"Before",0.0223014917075883,0.149336839753586
"347","BL0384","2006","8",0.07919,0.06518,68,3.0275,"Before",0.0220030246563504,0.148334165505963
"348","BL2414","2012","8",0.12688,0.07138,69,3.36854,"Before",0.0216489342343107,0.14713576803181
"349","BL0727","2007","8",0.02909,0.02356,58,1.1164,"Before",0.0215585081073167,0.14682815842786
"350","BL2420","2012","8",0.30202,0.16309,92,7.91829,"Before",0.0210297606767072,0.145016415197409
