FISHID,Month,Year,PreySpecies,PreyCount,Prey_WW_g,PreyLH
BL2221,8,2015,MYSIDAE,10,0.02546,Adult
BL2221,8,2015,NEMATODA,1,0.00048,Adult
BL2221,8,2015,NEREISSP,1,0.02887,Adult
BL2221,8,2015,SPIRONTOCARIS,1,0.2375,AdultLarge
BL2222,8,2015,MYSIDAE,32,0.10475,Adult
BL2222,8,2015,NEMATODA,4,0.00348,Adult
BL2222,8,2015,NEREISSP,1,0.08582,Adult
BL2222,8,2015,SPIRONTOCARIS,1,0.04212,AdultLarge
BL2223,8,2015,CAPRELLIDAE,1,0.0001,Juvenile
BL2223,8,2015,MYSIDAE,5,0.01683,Adult
BL2223,8,2015,NEREISSP,1,0.04369,Adult
BL2224,8,2015,CAPRELLIDAE,4,0.00042,Juvenile
BL2224,8,2015,MYSIDAE,6,0.00067,Adult
BL2224,8,2015,NEREISSP,1,0.00856,Adult
BL2224,8,2015,PLANTAE,4,0.0001,NA
BL2225,8,2015,MYSIDAE,23,0.07821,Adult
BL2225,8,2015,NEMATODA,1,0.0001,Adult
BL2226,8,2015,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2226,8,2015,GAMMARIDAE,1,0.01123,Adult
BL2226,8,2015,MYSIDAE,18,0.01709,Adult
BL2226,8,2015,NEVERITA,3,0.00381,Juvenile
BL2227,8,2015,CAPRELLIDAE,1,0.00021,Juvenile
BL2227,8,2015,HARPACTICOIDA,1,0.00051977,Adult
BL2227,8,2015,MYSIDAE,3,0.00001,Adult
BL2228,8,2015,MYSIDAE,39,0.09067,Adult
BL2228,8,2015,NEMATODA,1,0.00157,Adult
BL2229,8,2014,MEGAYOLDIA,2,0.00225192,Juvenile
BL2229,8,2014,NEREISSP,1,0.01675,Adult
BL2230,8,2014,CAPRELLIDAE,1,0.00172,Juvenile
BL2230,8,2014,MEGAYOLDIA,2,0.00225192,Juvenile
BL2231,8,2014,CAPRELLIDAE,3,0.00262,Juvenile
BL2231,8,2014,CLUPEAPALLASII,1,0.22112,Juvenile
BL2231,8,2014,GAMMARIDAE,2,0.00538,Adult
BL2231,8,2014,HARPACTICOIDA,5,0.00259885,Adult
BL2231,8,2014,MEGAYOLDIA,1,0.00112596,Juvenile
BL2231,8,2014,NEVERITA,2,0.00189722,Juvenile
BL2232,7,2016,GAMMARIDAE,11,0.00334,Adult
BL2232,7,2016,NEMATODA,1,0.00066,Adult
BL2234,7,2016,CAPRELLIDAE,1,0.00233,Juvenile
BL2234,7,2016,CLADOCERA,3,0.00020856,Adult
BL2234,7,2016,GAMMARIDAE,4,0.00063292,AdultVerySmall
BL2234,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2235,7,2016,MYSIDAE,2,0.03465,Adult
BL2236,7,2016,ACARTIALONGIREMIS,64,0.00292864,Adult
BL2236,7,2016,GAMMARIDAE,2,0.00041,AdultMed
BL2236,7,2016,MYSIDAE,1,0.00007,Adult
BL2238,7,2016,MYSIDAE,1,0.0317,Adult
BL2238,7,2016,NEREISSP,1,0.00018,Adult
BL2240,7,2016,ACARTIALONGIREMIS,376,0.01720576,Adult
BL2240,7,2016,HARPACTICOIDA,2,0.00103954,Adult
BL2240,7,2016,MYSIDAE,6,0.01692,Adult
BL2240,7,2016,NEMATODA,1,0.00001,Adult
BL2243,7,2016,GAMMARIDAE,13,0.00792,AdultSmall
BL2243,7,2016,SPIRONTOCARIS,1,0.03555,Adult
BL2245,7,2016,GAMMARIDAE,5,0.00308,Adult
BL2245,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2245,7,2016,MYSIDAE,5,0.1066,Adult
BL2246,7,2016,CLADOCERA,9,0.00062568,Adult
BL2246,7,2016,GAMMARIDAE,14,0.00685,AdultVerySmall
BL2246,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2246,7,2016,MYSIDAE,1,0.01466,Adult
BL2250,7,2016,CAPRELLIDAE,1,0.00015,JuvenileVerySmall
BL2250,7,2016,CIRRIPEDIA,3,0.00007275,BarnCyp
BL2250,7,2016,GAMMARIDAE,6,0.00094938,AdultVerySmall
BL2250,7,2016,MYSIDAE,3,0.00317,Adult
BL2250,7,2016,PTEROPODA,1,0.000411342,Adult
BL2252,7,2016,TSPINIFERA,3,0.05499,Adult
BL2253,7,2016,GAMMARIDAE,4,0.00393,AdultVerySmall
BL2256,8,2017,NEMATODA,2,0.00027,Adult
BL2258,8,2017,ACARTIALONGIREMIS,358,0.01638208,Adult
BL2258,8,2017,HARPACTICOIDA,9,0.00467793,Adult
BL2259,8,2017,ACARTIALONGIREMIS,310,0.0141856,Adult
BL2259,8,2017,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2259,8,2017,HARPACTICOIDA,14,0.00727678,Adult
BL2260,8,2017,CAPRELLIDAE,2,0.00266,Juvenile
BL2260,8,2017,HARPACTICOIDA,30,0.0155931,Adult
BL2260,8,2017,METRIDIA,19,0.00030001,Adult
BL2260,8,2017,MYSIDAE,3,0.00001,Adult
BL2260,8,2017,NEPHTYSSP,1,0.00001,Adult
BL2260,8,2017,ROCK,1,0.00321,Rock
BL2261,8,2017,NEREISSP,3,0.04727,Adult
BL2261,8,2017,ROCK,3,0.00482,Rock
BL2262,8,2017,HARPACTICOIDA,5,0.00259885,Adult
BL2262,8,2017,MYSIDAE,1,0.02711,Adult
BL2262,8,2017,NEREISSP,1,0.00975,Adult
BL2264,8,2017,CAPRELLIDAE,18,0.02753,Juvenile
BL2264,8,2017,HARPACTICOIDA,21,0.01091517,Adult
BL2264,8,2017,METRIDIA,54,0.00375408,Adult
BL2264,8,2017,NEVERITA,2,0.00189722,Juvenile
BL2265,8,2017,CAPRELLIDAE,16,0.02423,Juvenile
BL2265,8,2017,GAMMARIDAE,15,0.00532,AdultVerySmall
BL2265,8,2017,MEGAYOLDIA,2,0.00057,Juvenile
BL2265,8,2017,NEVERITA,1,0.000009,Juvenile
BL2265,8,2017,SIPUNCULIDA,1,0.00001,Adult
BL2266,8,2017,ACARTIALONGIREMIS,7,0.00032032,Adult
BL2266,8,2017,MYSIDAE,2,0.03328,Adult
BL2266,8,2017,NEREISSP,1,0.00947,Adult
BL2267,8,2017,NEREISSP,1,0.00036,Adult
BL2268,8,2017,GAMMARIDAE,13,0.00088,Adult
BL2268,8,2017,MEGAYOLDIA,1,0.00034,Adult
BL2268,8,2017,NEREISSP,1,0.00001,Adult
BL2268,8,2017,PTEROPODA,1,0.000411342,Adult
BL2269,8,2017,HARPACTICOIDA,3,0.00155931,Adult
BL2269,8,2017,INSECTA,1,0.00071,Adult
BL2270,8,2017,CORPHIIDAE,4,0.22712,Adult
BL2270,8,2017,GAMMARIDAE,1,0.01148,AdultSmall
BL2271,8,2017,ACARTIALONGIREMIS,3,0.00013728,Adult
BL2271,8,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2272,8,2017,EMPTY,NA,NA,NA
BL2274,8,2017,CAPRELLIDAE,4,0.0038,Juvenile
BL2274,8,2017,HARPACTICOIDA,6,0.0002,Adult
BL2274,8,2017,METRIDIA,6,0.00018,Adult
BL2275,8,2017,HARPACTICOIDA,10,0.0051977,Adult
BL2276,8,2017,CORPHIIDAE,2,0.07806,Adult
BL2276,8,2017,GAMMARIDAE,69,0.03758,Adult
BL2276,8,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2276,8,2017,NEREISSP,7,0.03115,Adult
BL2276,8,2017,PTEROPODA,6,0.00013,Adult
BL2276,8,2017,UNIDENTIFIED,1,0.00232,Unidentified
BL2277,8,2017,CORPHIIDAE,2,0.05554,Adult
BL2277,8,2017,GAMMARIDAE,9,0.01532,Adult
BL2277,8,2017,HYPERIIDAE,3,0.00209,Adult
BL2277,8,2017,NEMATODA,2,0.01059,Adult
BL2277,8,2017,ROCK,11,0.00459,Rock
BL2277,8,2017,SPIRONTOCARIS,1,0.02828,Adult
BL2278,8,2017,GAMMARIDAE,6,0.00182,AdultVerySmall
BL2278,8,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2279,8,2017,CORPHIIDAE,1,0.02575,Adult
BL2279,8,2017,NEVERITA,1,0.00094861,Juvenile
BL2280,8,2017,CAPRELLIDAE,1,0.00111,Juvenile
BL2280,8,2017,HARPACTICOIDA,2,0.00103954,Adult
BL2282,8,2017,CAPRELLIDAE,1,0.00096,Juvenile
BL2282,8,2017,GAMMARIDAE,17,0.00423,AdultVerySmall
BL2282,8,2017,HARPACTICOIDA,5,0.00259885,Adult
BL2283,8,2017,HARPACTICOIDA,2,0.00103954,Adult
BL2284,8,2017,GAMMARIDAE,2,0.00226,Adult
BL2284,8,2017,ISOPODA,1,0.05311,Adult
BL2284,8,2017,SIPUNCULIDA,1,0.00001,Adult
BL2286,7,2017,GAMMARIDAE,11,0.00015,AdultVerySmall
BL2286,7,2017,HARPACTICOIDA,3,0.00155931,Adult
BL2287,7,2017,GAMMARIDAE,4,0.00492,AdultVerySmall
BL2287,7,2017,HARPACTICOIDA,2,0.00103954,Adult
BL2289,7,2017,NEMATODA,2,0.00045,Adult
BL2289,7,2017,OSTEICHTHYES,1,0.41538,Juvenile
BL2290,7,2017,CAPRELLIDAE,1,0.0042,Juvenile
BL2290,7,2017,GAMMARIDAE,12,0.00902,AdultVerySmall
BL2290,7,2017,MYSIDAE,2,0.0102,Adult
BL2292,7,2017,GAMMARIDAE,45,0.01039,AdultVerySmall
BL2292,7,2017,MYSIDAE,1,0.00349,Adult
BL2292,7,2017,NEVERITA,1,0.00094861,Juvenile
BL2293,7,2017,GAMMARIDAE,3,0.00047469,AdultVerySmall
BL2293,7,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2293,7,2017,INSECTA,1,0.0003,Adult
BL2294,7,2017,CAPRELLIDAE,3,0.0206,Juvenile
BL2294,7,2017,CORPHIIDAE,2,0.08626,Adult
BL2294,7,2017,GAMMARIDAE,7,0.00803,AdultVerySmall
BL2295,7,2017,NEREISSP,2,0.03103,Adult
BL2298,7,2016,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2298,7,2016,CLADOCERA,4,0.00027808,Adult
BL2298,7,2016,GAMMARIDAE,14,0.00136,Adult
BL2298,7,2016,HARPACTICOIDA,4,0.00207908,Adult
BL2299,7,2016,MYSIDAE,10,0.08412,Adult
BL2301,7,2016,ACARTIALONGIREMIS,25,0.001144,Adult
BL2301,7,2016,CAPRELLIDAE,1,0.00024,Juvenile
BL2301,7,2016,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2301,7,2016,CLADOCERA,46,0.00319792,Adult
BL2301,7,2016,GAMMARIDAE,5,0.00079115,AdultVerySmall
BL2301,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2301,7,2016,METRIDIA,14,0.00022106,Adult
BL2302,7,2016,CLADOCERA,53,0.00368456,Adult
BL2302,7,2016,GAMMARIDAE,8,0.00126584,AdultVerySmall
BL2305,7,2016,ACARTIALONGIREMIS,11,0.00050336,Adult
BL2305,7,2016,CLADOCERA,108,0.00750816,Adult
BL2305,7,2016,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2305,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2306,7,2016,CLADOCERA,186,0.01293072,Adult
BL2306,7,2016,GAMMARIDAE,2,0.00083,AdultVerySmall
BL2306,7,2016,HARPACTICOIDA,5,0.00259885,Adult
BL2307,7,2015,MYSIDAE,2,0.02029,Adult
BL2308,7,2015,MYSIDAE,2,0.0025,Adult
BL2309,7,2015,MYSIDAE,3,0.01389,Adult
BL2310,7,2015,ACARTIALONGIREMIS,21,0.00096096,Adult
BL2311,7,2015,ACARTIALONGIREMIS,13,0.00059488,Adult
BL2311,7,2015,CALANUS,1,0.000369409,Adult
BL2312,7,2017,GAMMARIDAE,3,0.00207,Adult
BL2312,7,2017,HARPACTICOIDA,6,0.00311862,Adult
BL2314,7,2017,MYSIDAE,1,0.00101,Adult
BL2314,7,2017,NEVERITA,18,0.02067,Juvenile
BL2315,7,2017,MYSIDAE,3,0.01699,Adult
BL2316,7,2017,CAPRELLIDAE,1,0.00003,Juvenile
BL2316,7,2017,CLADOCERA,4,0.00027808,Adult
BL2316,7,2017,GAMMARIDAE,1,0.00072,Adult
BL2316,7,2017,HARPACTICOIDA,67,0.03482459,Adult
BL2316,7,2017,MYSIDAE,2,0.00172,Adult
BL2317,7,2017,CUMACEA,1,0.00044,Adult
BL2317,7,2017,GAMMARIDAE,1,0.0018,AdultVerySmall
BL2317,7,2017,HARPACTICOIDA,8,0.00415816,Adult
BL2317,7,2017,MYSIDAE,3,0.01062,Adult
BL2317,7,2017,NEREISSP,1,0.00001,Adult
BL2317,7,2017,NEVERITA,1,0.00094861,Juvenile
BL2318,7,2017,CAPRELLIDAE,2,0.00369,Juvenile
BL2318,7,2017,HARPACTICOIDA,12,0.00623724,Adult
BL2318,7,2017,MYSIDAE,2,0.00505,AdultVerySmall
BL2318,7,2017,NEMATODA,3,0.0116,Adult
BL2320,7,2017,HARPACTICOIDA,24,0.01247448,Adult
BL2322,7,2017,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2322,7,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2322,7,2017,METRIDIA,8,0.00055616,Adult
BL2322,7,2017,MYSIDAE,7,0.04316,Adult
BL2322,7,2017,NEMATODA,2,0.00117,Adult
BL2322,7,2017,PLASTIC,1,0.00001,Plastic
BL2323,7,2017,CAPRELLIDAE,1,0.00057,Juvenile
BL2323,7,2017,HARPACTICOIDA,6,0.00311862,Adult
BL2323,7,2017,NEVERITA,1,0.00094861,Juvenile
BL2323,7,2017,ROCK,1,0.00013,Rock
BL2324,7,2017,GAMMARIDAE,2,0.00142,Adult
BL2324,7,2017,HARPACTICOIDA,28,0.01455356,Adult
BL2324,7,2017,ROCK,7,0.00344,Rock
BL2325,7,2017,CAPRELLIDAE,1,0.00001,JuvenileVerySmall
BL2325,7,2017,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2325,7,2017,HARPACTICOIDA,58,0.03014666,Adult
BL2326,7,2017,CAPRELLIDAE,2,0.00286,Juvenile
BL2326,7,2017,CLADOCERA,1,0.00006952,Adult
BL2326,7,2017,GAMMARIDAE,27,0.10492,AdultVerySmall
BL2326,7,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2327,7,2017,CAPRELLIDAE,8,0.03431,Juvenile
BL2327,7,2017,GAMMARIDAE,2,0.0075,Adult
BL2327,7,2017,HARPACTICOIDA,1,0.00051977,Adult
BL2327,7,2017,WOOD,1,0.00293,Wood
BL2328,7,2017,CAPRELLIDAE,1,0.00389,Juvenile
BL2328,7,2017,HARPACTICOIDA,77,0.04002229,Adult
BL2329,7,2017,GAMMARIDAE,4,0.00165,AdultVerySmall
BL2329,7,2017,HARPACTICOIDA,28,0.01455356,Adult
BL2330,7,2017,GAMMARIDAE,7,0.03297,AdultVerySmall
BL2330,7,2017,HARPACTICOIDA,28,0.01455356,Adult
BL2331,7,2017,CAPRELLIDAE,2,0.00182,Juvenile
BL2331,7,2017,GAMMARIDAE,3,0.00047469,AdultVerySmall
BL2331,7,2017,HARPACTICOIDA,3,0.00155931,Adult
BL2331,7,2017,NEVERITA,1,0.00094861,Juvenile
BL2331,7,2017,POLYCHAETA,1,0.00001,Adult
BL2332,7,2017,CAPRELLIDAE,1,0.00477,Juvenile
BL2332,7,2017,GAMMARIDAE,47,0.08992,AdultPeanut
BL2335,7,2016,CAPRELLIDAE,3,0.01214,Juvenile
BL2335,7,2016,GAMMARIDAE,6,0.00734,Adult
BL2335,7,2016,NEPHTYSSP,1,0.03777,Adult
BL2337,7,2016,HARPACTICOIDA,5,0.00259885,Adult
BL2337,7,2016,MYSIDAE,1,0.00143,Adult
BL2338,7,2016,ACARTIALONGIREMIS,4,0.00018304,Adult
BL2338,7,2016,MYSIDAE,1,0.00057,Adult
BL2341,7,2016,HARPACTICOIDA,28,0.01455356,Adult
BL2341,7,2016,NEVERITA,1,0.00094861,Juvenile
BL2344,7,2016,CAPRELLIDAE,3,0.00013,Juvenile
BL2344,7,2016,HARPACTICOIDA,35,0.01819195,Adult
BL2344,7,2016,NEVERITA,7,0.00121,Juvenile
BL2346,7,2016,CAPRELLIDAE,6,0.00415,Juvenile
BL2346,7,2016,CLADOCERA,5,0.0003476,Adult
BL2346,7,2016,GAMMARIDAE,2,0.00031646,AdultVerySmall
BL2346,7,2016,HARPACTICOIDA,1,0.00051977,Adult
BL2347,7,2016,GAMMARIDAE,19,0.00232,AdultVerySmall
BL2347,7,2016,HARPACTICOIDA,2,0.00103954,Adult
BL2347,7,2016,NEMATODA,1,0.00023,Adult
BL2350,8,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2350,8,2019,MYSIDAE,12,0.01772,Adult
BL2350,8,2019,PTEROPODA,5,0.0054,Adult
BL2351,8,2019,HYPERIIDAE,2,0.00512,Adult
BL2351,8,2019,MYSIDAE,51,0.11638,Adult
BL2351,8,2019,PTEROPODA,2,0.00078,Adult
BL2352,8,2019,CUMACEA,2,0.0177,Adult
BL2352,8,2019,GAMMARIDAE,1,0.01006,AdultLarge
BL2352,8,2019,HYPERIIDAE,1,0.0029,Adult
BL2352,8,2019,MYSIDAE,20,0.09255,Adult
BL2353,8,2019,MYSIDAE,10,0.16208,Adult
BL2353,8,2019,STRIPEDSHRIMP,1,0.17981,Adult
BL2354,8,2019,GAMMARIDAE,1,0.00387,AdultVerySmall
BL2354,8,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2354,8,2019,MYSIDAE,47,0.03369,Adult
BL2354,8,2019,NEREISSP,1,0.00584,Adult
BL2355,8,2019,HYPERIIDAE,1,0.00315,Adult
BL2355,8,2019,MYSIDAE,10,0.01608,Adult
BL2355,8,2019,SPIRONTOCARIS,1,0.03693,Adult
BL2356,8,2019,MYSIDAE,4,0.05408,Adult
BL2357,8,2019,CAPRELLIDAE,1,0.00095,Juvenile
BL2357,8,2019,GAMMARIDAE,4,0.03006,Adult
BL2357,8,2019,HYPERIIDAE,2,0.00675,Adult
BL2357,8,2019,MYSIDAE,45,0.11358,Adult
BL2357,8,2019,NEREISSP,1,0.00631,Adult
BL2358,8,2019,HYPERIIDAE,1,0.00338,Adult
BL2358,8,2019,MYSIDAE,11,0.05265,Adult
BL2360,8,2019,CAPRELLIDAE,2,0.00292,Juvenile
BL2360,8,2019,MYSIDAE,23,0.02855,Adult
BL2360,8,2019,NEVERITA,1,0.00094861,Juvenile
BL2361,8,2019,GAMMARIDAE,2,0.00031646,AdultVerySmall
BL2361,8,2019,HYPERIIDAE,2,0.00378,Adult
BL2361,8,2019,MYSIDAE,71,0.1592,Adult
BL2361,8,2019,NEREISSP,1,0.01963,Adult
BL2362,8,2019,HYPERIIDAE,2,0.00213,Adult
BL2362,8,2019,MYSIDAE,9,0.02367,Adult
BL2362,8,2019,NEREISSP,1,0.02892,Adult
BL2363,8,2019,CAPRELLIDAE,13,0.02039,Adult
BL2363,8,2019,GAMMARIDAE,2,0.00434,AdultVerySmall
BL2363,8,2019,HYPERIIDAE,2,0.00111,Adult
BL2363,8,2019,MYSIDAE,80,0.08279,Adult
BL2364,8,2019,MYSIDAE,8,0.01374,Adult
BL2364,8,2019,NEREISSP,1,0.00001,Adult
BL2365,8,2019,CAPRELLIDAE,2,0.00029,Juvenile
BL2365,8,2019,EURYTEMORA,1,0.00072,Adult
BL2365,8,2019,GAMMARIDAE,1,0.00087,Adult
BL2365,8,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2365,8,2019,HYPERIIDAE,1,0.00441,Adult
BL2365,8,2019,MYSIDAE,26,0.07593,Adult
BL2365,8,2019,PTEROPODA,2,0.0028,Adult
BL2365,8,2019,SPIRONTOCARIS,1,0.0805,Adult
BL2366,8,2019,CAPRELLIDAE,11,0.00383,Juvenile
BL2366,8,2019,CIRRIPEDIA,1,0.00002425,Adult
BL2366,8,2019,EURYTEMORA,23,0.00049,Adult
BL2366,8,2019,GAMMARIDAE,6,0.00029,Adult
BL2366,8,2019,HARPACTICOIDA,1,0.00051977,BarnCyp
BL2366,8,2019,MYSIDAE,12,0.00474,Adult
BL2367,8,2019,MYSIDAE,5,0.06703,Adult
BL2367,8,2019,SPIRONTOCARIS,1,0.13771,Adult
BL2367,8,2019,STRIPEDSHRIMP,1,0.20335,Adult
BL2368,8,2019,CAPRELLIDAE,2,0.00058,Juvenile
BL2368,8,2019,GAMMARIDAE,4,0.0009,Adult
BL2368,8,2019,HYPERIIDAE,3,0.00235,Adult
BL2368,8,2019,MYSIDAE,25,0.01823,Adult
BL2369,8,2019,CUMACEA,1,0.00036,Adult
BL2369,8,2019,GAMMARIDAE,7,0.00606,AdultVerySmall
BL2369,8,2019,HYPERIIDAE,3,0.01269,Adult
BL2369,8,2019,MYSIDAE,56,0.05042,Adult
BL2369,8,2019,PTEROPODA,1,0.00031,Juvenile
BL2370,8,2019,CAPRELLIDAE,1,0.00001,Juvenile
BL2370,8,2019,MYSIDAE,20,0.0666,Adult
BL2371,8,2019,CAPRELLIDAE,1,0.00017,Juvenile
BL2371,8,2019,GAMMARIDAE,2,0.00399,AdultLarge
BL2371,8,2019,HYPERIIDAE,6,0.00137,Adult
BL2371,8,2019,MYSIDAE,36,0.05059,Adult
BL2371,8,2019,PTEROPODA,1,0.00005,Juvenile
BL2372,8,2019,GAMMARIDAE,2,0.00117,Adult
BL2372,8,2019,HYPERIIDAE,2,0.00014,Adult
BL2372,8,2019,MYSIDAE,44,0.05205,Adult
BL2373,8,2019,MYSIDAE,28,0.04289,Adult
BL2373,8,2019,NEREISSP,1,0.03636,Adult
BL2375,8,2019,CAPRELLIDAE,40,0.03197,Juvenile
